Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Модель,Бренд,Серия,"Производительность, л/мин","Параметры сети, В/А",Цвет корпуса,"Мощность прибора, кВт",Старая цена,Тип дымоудаления,Тип камеры сгорания,Наличие модуляции пламени,Способ крепления,Количество форсунок,"Макс. давление воды на входе, МПа","Мин. давление воды на входе, МПа",Присоединительный размер,Класс IP,Дисплей,"Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на изделие, мес",Базовая единица,Ставки налогов,"Размеры (ДхШхВ), см",Изображения
EDISSON S 20 G (Камин),361 402,RUB,7717.589,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON S 20 G (Камин) с доставкой на uralenergotel.ru,EDISSON S 20 G (Камин) по низким ценам у официального дилера завода ТД УЭТ,edisson_s_20_g_камин,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Spark,EDISSON S 20 G (Камин),Газовые колонки,361 402,S 20 G (Камин),EDISSON,Spark,10,от батареек 3В=,Белый,20,10390,естественная тяга,открытая,нет,настенный,13,0.8,0.025,1/2,IPX1,,550,188,330,10.2,635,245,395,11.4,Китай,24,шт,20,24.5x39.5x63.5,https://shop.thermex.ru/upload/iblock/886/sof1z6d9pyksset5cqf9vg0q5fggeiy9.png
EDISSON S 20 G (Мегаполис),361 403,RUB,7717.589,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON S 20 G (Мегаполис) с доставкой на uralenergotel.ru,EDISSON S 20 G (Мегаполис) по низким ценам у официального дилера завода ТД УЭТ,edisson_s_20_g_мегаполис,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Spark,EDISSON S 20 G (Мегаполис),Газовые колонки,361 403,S 20 G (Мегаполис),EDISSON,Spark,10,от батареек 3В=,Белый,20,10390,естественная тяга,открытая,нет,настенный,13,0.8,0.025,1/2,IPX1,,550,188,330,10.2,635,245,395,11.4,Китай,24,шт,20,24.5x39.5x63.5,https://shop.thermex.ru/upload/iblock/f9d/73q4ol0hr8uz4bq278tsqv5kt23tyecq.png
EDISSON F 20 GD (Лес),361 104,RUB,9671.409,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON F 20 GD (Лес) с доставкой на uralenergotel.ru,EDISSON F 20 GD (Лес) по низким ценам у официального дилера завода ТД УЭТ,edisson_f_20_gd_лес,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Flame,EDISSON F 20 GD (Лес),Газовые колонки,361 104,F 20 GD (Лес),EDISSON,Flame,10,от батареек 3В=,Белый с рисунком,20,12890,естественная тяга,открытая,нет,настенный,13,0.8,0.025,1/2,IPX1,да,610,188,350,11.5,710,245,410,12.7,Китай,24,шт,20,24.5x41x71,https://shop.thermex.ru/upload/iblock/3d1/gor3cdc4z6x58sgx8uav6y4npf8tj65e.png
EDISSON P 24 MD,361 301,RUB,12779.759,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON P 24 MD с доставкой на uralenergotel.ru,EDISSON P 24 MD по низким ценам у официального дилера завода ТД УЭТ,edisson_p_24_md,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Plazma,EDISSON P 24 MD,Газовые колонки,361 301,P 24 MD,EDISSON,Plazma,12,от батареек 3В=,Белый,24,14730,естественная тяга,открытая,Электронная модуляция,настенный,13,0.75,0.025,1/2,IPX1,да,610,188,350,10.5,710,245,410,12,Китай,24,шт,20,24.5x41x71,https://shop.thermex.ru/upload/iblock/e0d/3xqkqv08307m7awp89w64pmxqfmj2w22.png
THERMEX G 20 TD (Pro),351 104,RUB,15088.819,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX G 20 TD (Pro) с доставкой на uralenergotel.ru,THERMEX G 20 TD (Pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_g_20_td_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Grand,G 20 TD (Pro),Газовые колонки,351 104,G 20 TD (Pro),THERMEX,Grand,10,220~,Белый,20,15990,принудительный (турбированная)  + труба в комплекте,открытая,нет,настенный,13,0.08,0.025,1/2,IPX1,да,610,185,350,10.5,710,475,240,13.5,Китай,24,шт,20,47.5x24x71,https://shop.thermex.ru/upload/iblock/6ff/88j6eskbmg4hdwgxjyq9lu9w4ksmbi0y.png
EDISSON E 20 D,361 501,RUB,7628.779,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON E 20 D с доставкой на uralenergotel.ru,EDISSON E 20 D по низким ценам у официального дилера завода ТД УЭТ,edisson_e_20_d,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Eco,EDISSON E 20 D,Газовые колонки,361 501,E 20 D,EDISSON,Eco,10,от батареек 3В=,Белый,20,8890,естественная тяга,открытая,нет,настенный,8,0.8,0.025,1/2,IPX1,да,590,140,340,6.7,700,200,380,7.7,Китай,24,шт,20,20x38x70,https://shop.thermex.ru/upload/iblock/d6c/m74kukc145cw56kuqm9qysj3jaxwa5gu.png
THERMEX G 20 D Eco,351 106,RUB,10381.889,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX G 20 D Eco с доставкой на uralenergotel.ru,THERMEX G 20 D Eco по низким ценам у официального дилера завода ТД УЭТ,thermex_g_20_d_eco,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Grand,G 20 D Eco,Газовые колонки,351 106,G 20 D Eco,THERMEX,Grand,10,от батареек 3В=,Белый,20,10490,естественная тяга,открытая,нет,настенный,13,0.8,0.025,G1/2,IPX1,да,610,185,350,8.7,710,245,410,10,Китай,24,шт,20,24.5x41x71,https://shop.thermex.ru/upload/iblock/304/5z69zwikkxjzqrahk16wwvg11iizsfuq.png
ETALON Y 10 TI,366 307,RUB,7628.779,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,ETALON Y 10 TI с доставкой на uralenergotel.ru,ETALON Y 10 TI по низким ценам у официального дилера завода ТД УЭТ,etalon_y_10_ti,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Yuma,ETALON Y 10 TI,Газовые колонки,366 307,Y 10 TI,ETALON,Yuma,10,220~,Белый,20,12180,принудительный (турбированная),открытая,,настенный,,0.8,0.025,1/2,,да,640,180,340,10.6,715,260,390,12.1,Китай,24,шт,20,26x39x71.5,https://shop.thermex.ru/upload/iblock/6a6/q2rxq7xwine8rz19lk8m9qbu5quu2wcb.png
THERMEX S 20 MD,351 107,RUB,13046.189,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX S 20 MD с доставкой на uralenergotel.ru,THERMEX S 20 MD по низким ценам у официального дилера завода ТД УЭТ,thermex_s_20_md,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Sensor,S 20 MD,Газовые колонки,351 107,S 20 MD,THERMEX,Sensor,10,220~,Белый,20,14090,естественная тяга,открытая,Электронная модуляция,настенный,13,0.75,0.01,G1/2,IPX1,да,610,185,350,8.9,710,245,410,10.3,Китай,24,шт,20,24.5x41x71,https://shop.thermex.ru/upload/iblock/306/bm76e9hw5ekkwgkd1us33jpekvvcn6o3.png
THERMEX B 20 D,351 108,RUB,8783.309,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX B 20 D с доставкой на uralenergotel.ru,THERMEX B 20 D по низким ценам у официального дилера завода ТД УЭТ,thermex_b_20_d,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Basic,B 20 D,Газовые колонки,351 108,B 20 D,THERMEX,Basic,10,от батареек 3В=,Белый,20,10090,естественная тяга,открытая,нет,настенный,10,0.75,0.025,G1/2,IPX1,да,550,188,330,7.9,635,245,385,9,Китай,24,шт,20,24.5x38.5x63.5,https://shop.thermex.ru/upload/iblock/79b/bbraiulb8y5cd14n98gvlkg22n7mihe6.png
THERMEX B 20 D (Silver),351 109,RUB,9227.358999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX B 20 D (Silver) с доставкой на uralenergotel.ru,THERMEX B 20 D (Silver) по низким ценам у официального дилера завода ТД УЭТ,thermex_b_20_d_silver,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Basic,B 20 D (Silver),Газовые колонки,351 109,B 20 D (Silver),THERMEX,Basic,10,от батареек 3В=,Серебристый,20,11190,естественная тяга,открытая,нет,настенный,10,0.75,0.025,G1/2,IPX1,да,550,188,330,7.9,635,245,385,9,Китай,24,шт,20,24.5x38.5x63.5,https://shop.thermex.ru/upload/iblock/d87/c2pax8mva8b2zqm4o8mt8i0ol855jgr2.png
THERMEX E 22 MD,351 110,RUB,13312.618999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX E 22 MD с доставкой на uralenergotel.ru,THERMEX E 22 MD по низким ценам у официального дилера завода ТД УЭТ,thermex_e_22_md,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Emerald,E 22 MD,Газовые колонки,351 110,E 22 MD,THERMEX,Emerald,11,220~,Белый,22,15490,естественная тяга,открытая,Электронная модуляция,настенный,10,0.75,0.01,G1/2,IPX1,да,610,188,350,9.7,710,245,410,11,Китай,24,шт,20,24.5x41x71,https://shop.thermex.ru/upload/iblock/490/wd0t1rq1l3jochrvdypq120j1bg30dza.png
THERMEX S 20 MD (Art Black),351 111,RUB,13401.429,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX S 20 MD (Art Black) с доставкой на uralenergotel.ru,THERMEX S 20 MD (Art Black) по низким ценам у официального дилера завода ТД УЭТ,thermex_s_20_md_art_black,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Sensor,S 20 MD (Art Black),Газовые колонки,351 111,S 20 MD,THERMEX,Sensor,10,220~,Черный,20,14790,естественная тяга,открытая,Электронная модуляция,настенный,13,0.75,0.01,G1/2,IPX1,да,610,185,350,8.9,710,245,410,10.3,Китай,24,шт,20,24.5x41x71,https://shop.thermex.ru/upload/iblock/0d7/27oudfy6f3d6rl1dkfmnqabxaiqoni1r.png
EDISSON E 20 D Pro,361 502,RUB,8072.829000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON E 20 D Pro с доставкой на uralenergotel.ru,EDISSON E 20 D Pro по низким ценам у официального дилера завода ТД УЭТ,edisson_e_20_d_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Eco,EDISSON E 20 D Pro,Газовые колонки,361 502,E 20 D Pro,EDISSON,Eco,10,от батареек 3В=  или от сети 220~В,Белый,20,7390,естественная тягя,открытая,нет,настенный,8,0.8,0.025,1/2,IPX1,да,590,140,340,6.7,700,200,380,7.7,Китай,24,шт,20,20x38x70,https://shop.thermex.ru/upload/iblock/ff1/sl40fonv68at0tdc4s2gugw8l3wbqu3x.png
EDISSON E 20 GD (Лаванда),361 503,RUB,7984.019,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON E 20 GD (Лаванда) с доставкой на uralenergotel.ru,EDISSON E 20 GD (Лаванда) по низким ценам у официального дилера завода ТД УЭТ,edisson_e_20_gd_лаванда,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Eco,EDISSON E 20 GD (Лаванда),Газовые колонки,361 503,E 20 GD,EDISSON,Eco,10,от батареек 3В=,Белый с рисунком,20,7290,естественная тяга,открытая,нет,настенный,8,0.8,0.025,1/2,IPX1,да,590,140,340,6.7,700,200,380,7.7,Китай,24,шт,20,20x38x70,https://shop.thermex.ru/upload/iblock/355/tf1kn8puljmvp42ylb8qu140q9kks5ig.png
EDISSON E 20 GD (Каннская ветвь),361 504,RUB,7984.019,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON E 20 GD (Каннская ветвь) с доставкой на uralenergotel.ru,EDISSON E 20 GD (Каннская ветвь) по низким ценам у официального дилера завода ТД УЭТ,edisson_e_20_gd_каннская_ветвь,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Eco,EDISSON E 20 GD (Каннская ветвь),Газовые колонки,361 504,E 20 GD,EDISSON,Eco,10,от батареек 3В=,Белый с рисунком,20,7290,естественная тяга,открытая,нет,настенный,8,0.8,0.025,1/2,IPX1,да,590,140,340,6.7,700,200,380,7.7,Китай,24,шт,20,20x38x70,https://shop.thermex.ru/upload/iblock/438/bti2ygb22zha2vmd27uck1fnx0fz10u4.png
EDISSON E 20 GD (Подсолнухи),361 505,RUB,7984.019,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON E 20 GD (Подсолнухи) с доставкой на uralenergotel.ru,EDISSON E 20 GD (Подсолнухи) по низким ценам у официального дилера завода ТД УЭТ,edisson_e_20_gd_подсолнухи,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Eco,EDISSON E 20 GD (Подсолнухи),Газовые колонки,361 505,E 20 GD,EDISSON,Eco,10,от батареек 3В=,Белый с рисунком,20,7290,естественная тяга,открытая,нет,настенный,8,0.8,0.025,1/2,IPX1,да,590,140,340,6.7,700,200,380,7.7,Китай,24,шт,20,20x38x70,https://shop.thermex.ru/upload/iblock/9c4/rymr42z46r54hoc8pw6ibn0dapyh9o4k.png
