Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Лучшая цена,Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,УЗО,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Расстояние между крепежными отверстиями, min. мм","Расстояние между крепежными планками, мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX Nova 80 V,111 023,RUB,12424.519,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Nova 80 V с доставкой на uralenergotel.ru,THERMEX Nova 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_nova_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Nova,Nova 80 V,Водонагреватели,111 023,THERMEX,Nova,EcoDryHeat,нет,230,,белый,15948,накопительный,Круглый,80,электрический,2000,2000,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,да,1,,125,,,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,577,236,,405,751,459,445,21.2,805,490,470,22.9,Россия,60,12,4670007715168,шт,20,4670007715168,49x47x80.5,https://shop.thermex.ru/upload/iblock/dae/dld0xl9rpkllyaex9y91fqm0nxw0mkpv.png
THERMEX Nova 100 V,111 024,RUB,13312.618999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Nova 100 V с доставкой на uralenergotel.ru,THERMEX Nova 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_nova_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Nova,Nova 100 V,Водонагреватели,111 024,THERMEX,Nova,EcoDryHeat,нет,230,,белый,17268,накопительный,Круглый,100,электрический,2000,2000,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,да,1,,155,1.63,595,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,729,236,,557,903,459,445,24.4,965,495,475,26.7,Россия,60,12,4670007715175,шт,20,4670007715175,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/220/61w59lj3byo3xjtmd8od3x5x21e1b3vd.png
THERMEX ERD 50 V,111 015,RUB,11003.559,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX ERD 50 V с доставкой на uralenergotel.ru,THERMEX ERD 50 V по низким ценам у официального дилера завода ТД УЭТ,thermex_erd_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,SafeDry,ERD 50 V,Водонагреватели,111 015,THERMEX,SafeDry,CeramicHeat,нет,230,,белый,14268,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,да,1,1,110,,,0.8,0.05,75,G1/2,нет,спиральный,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,120,579,195,,390,579,460,438,18.7,638,477,452,20.5,Китай,60,12,4670007712259,шт,20,4670007712259,47.7x45.2x63.8,https://shop.thermex.ru/upload/iblock/88c/hwa9iwcema3z40sn36325kls7m4wqga5.png
THERMEX ERD 80 V,111 016,RUB,12513.329,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX ERD 80 V с доставкой на uralenergotel.ru,THERMEX ERD 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_erd_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,SafeDry,ERD 80 V,Водонагреватели,111 016,THERMEX,SafeDry,CeramicHeat,нет,230,,белый,16188,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,да,1,1,176,,,0.8,0.05,75,G1/2,нет,спиральный,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,120,810,195,,621,810,460,438,24.4,869,477,452,26.7,Китай,60,12,4670007712266,шт,20,4670007712266,47.7x45.2x86.9,https://shop.thermex.ru/upload/iblock/a94/jzkatgfg5misu26ab3nt8mwakub6gfr7.png
THERMEX ERD 100 V,111 017,RUB,14467.149,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX ERD 100 V с доставкой на uralenergotel.ru,THERMEX ERD 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_erd_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,SafeDry,ERD 100 V,Водонагреватели,111 017,THERMEX,SafeDry,CeramicHeat,нет,230,,белый,18348,накопительный,Круглый,100,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,да,1,1,220,,,0.8,0.05,75,G1/2,нет,спиральный,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,120,984,195,,795,974,460,438,28.6,1033,477,452,31.4,Китай,60,12,4670007712273,шт,20,4670007712273,47.7x45.2x103.3,https://shop.thermex.ru/upload/iblock/eae/64x1h8e1cjgybhg68xykw117ai5suwoz.png
THERMEX Thermo 30 V Slim,111 010,RUB,8872.118999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Thermo 30 V Slim с доставкой на uralenergotel.ru,THERMEX Thermo 30 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_thermo_30_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Thermo,Thermo 30 V Slim,Водонагреватели,111 010,THERMEX,Thermo,нержавеющая сталь,нет,230,,белый,11268,накопительный,Круглый,30,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,36,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,84,292,236,,132,492,378,365,13.4,560,400,400,14.7,Россия,60,24,4670007714116,шт,20,4670007714116,40x40x56,https://shop.thermex.ru/upload/iblock/b90/wtdg641vuasei23old77unfphsyw6842.png
THERMEX Thermo 50 V Slim,111 011,RUB,11003.559,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Thermo 50 V Slim с доставкой на uralenergotel.ru,THERMEX Thermo 50 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_thermo_50_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Thermo,Thermo 50 V Slim,Водонагреватели,111 011,THERMEX,Thermo,нержавеющая сталь,нет,230,,белый,13788,накопительный,Круглый,50,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,60,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,84,522,236,,362,722,378,365,16.8,775,400,400,18.2,Россия,60,24,4670007714123,шт,20,4670007714123,40x40x77.5,https://shop.thermex.ru/upload/iblock/f85/39oixljqos63982jee0zvckn3g6e62o4.png
THERMEX Thermo 80 V,111 012,RUB,12602.139,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Thermo 80 V с доставкой на uralenergotel.ru,THERMEX Thermo 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_thermo_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Thermo,Thermo 80 V,Водонагреватели,111 012,THERMEX,Thermo,нержавеющая сталь,нет,230,,белый,14148,накопительный,Круглый,80,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,96,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,577,236,,405,751,459,445,21.2,805,490,470,22.9,Россия,60,24,4670007714086,шт,20,4670007714086,49x47x80.5,https://shop.thermex.ru/upload/iblock/cfb/z2zdbmbmns6kt9pliyta8byj5afl9exf.png
THERMEX Thermo 100 V,111 013,RUB,13845.479,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Thermo 100 V с доставкой на uralenergotel.ru,THERMEX Thermo 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_thermo_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Thermo,Thermo 100 V,Водонагреватели,111 013,THERMEX,Thermo,нержавеющая сталь,нет,230,,белый,16308,накопительный,Круглый,100,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,120,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,729,236,,557,903,459,445,24.4,965,495,475,26.7,Россия,60,24,4670007714093,шт,20,4670007714093,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/ad0/ppfdrvkmuuex0oawt2zw67bzzwx8bcwy.png
THERMEX Thermo 150 V,111 014,RUB,15976.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Thermo 150 V с доставкой на uralenergotel.ru,THERMEX Thermo 150 V по низким ценам у официального дилера завода ТД УЭТ,thermex_thermo_150_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Thermo,Thermo 150 V,Водонагреватели,111 014,THERMEX,Thermo,нержавеющая сталь,нет,230,,белый,19908,накопительный,Круглый,150,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,180,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,1109,236,,937,1283,459,445,35.5,1345,495,475,38.4,Россия,60,24,4670007714109,шт,20,4670007714109,49.5x47.5x134.5,https://shop.thermex.ru/upload/iblock/10a/l4d9n82mb7eroifc230hfgoqwi4jwpiq.png
THERMEX Praktik 150 V,151 009,RUB,22371.239,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Praktik 150 V с доставкой на uralenergotel.ru,THERMEX Praktik 150 V по низким ценам у официального дилера завода ТД УЭТ,thermex_praktik_150_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Praktik,Praktik 150 V,Водонагреватели,151 009,THERMEX,Praktik,нержавеющая сталь,нет,230,,белый,28308,накопительный,Круглый,150,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,,180,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,1109,236,,937,1283,459,445,24.6,1345,495,475,27.6,Россия,84,12,4670007714666,шт,20,4670007714666,49.5x47.5x134.5,https://shop.thermex.ru/upload/iblock/07d/x1c3nhopal4cflnh841diun1k9hjf5p0.png
THERMEX Praktik 30 V Slim,151 005,RUB,11003.559,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Praktik 30 V Slim с доставкой на uralenergotel.ru,THERMEX Praktik 30 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_praktik_30_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Praktik,Praktik 30 V Slim,Водонагреватели,151 005,THERMEX,Praktik,нержавеющая сталь,нет,230,,белый,13428,накопительный,Круглый,30,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,,36,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,84,292,236,,132,501,378,365,10.2,560,400,400,11.4,Россия,84,12,4670007714628,шт,20,4670007714628,40x40x56,https://shop.thermex.ru/upload/iblock/974/46523ehb2uz6ytb2kni3pdjqwhf0r8zb.png
THERMEX Praktik 50 V Slim,151 006,RUB,12602.139,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Praktik 50 V Slim с доставкой на uralenergotel.ru,THERMEX Praktik 50 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_praktik_50_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Praktik,Praktik 50 V Slim,Водонагреватели,151 006,THERMEX,Praktik,нержавеющая сталь,нет,230,,белый,16068,накопительный,Круглый,50,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,,60,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,84,522,236,,362,722,378,365,13.4,775,400,400,14.8,Россия,84,12,4670007714635,шт,20,4670007714635,40x40x77.5,https://shop.thermex.ru/upload/iblock/f4f/hpsnav2tltn1yllbtpb05sk4uqr6oyhw.png
THERMEX Praktik 80 V,151 007,RUB,15976.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Praktik 80 V с доставкой на uralenergotel.ru,THERMEX Praktik 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_praktik_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Praktik,Praktik 80 V,Водонагреватели,151 007,THERMEX,Praktik,нержавеющая сталь,нет,230,,белый,20628,накопительный,Круглый,80,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,,96,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,577,236,,405,751,459,445,16.8,805,490,470,18.5,Россия,84,12,4670007714642,шт,20,4670007714642,49x47x80.5,https://shop.thermex.ru/upload/iblock/284/l93fqjr0cyglcoztclfizlazzr5p9tl0.png
THERMEX Praktik 100 V,151 008,RUB,17664.309,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Praktik 100 V с доставкой на uralenergotel.ru,THERMEX Praktik 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_praktik_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Praktik,Praktik 100 V,Водонагреватели,151 008,THERMEX,Praktik,нержавеющая сталь,нет,230,,белый,22788,накопительный,Круглый,100,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,,120,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,100,125,729,236,,557,903,459,445,19.6,965,495,475,21.9,Россия,84,12,4670007714659,шт,20,4670007714659,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/e34/26h3v9mpiefd652anv7h3vaqcvt8iac9.png
