Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,"Диапазон регулировки температуры, °С",Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX GIFT 10 O,111 006,RUB,4609.2390000000005,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX GIFT 10 O с доставкой на uralenergotel.ru,THERMEX GIFT 10 O по низким ценам у официального дилера завода ТД УЭТ,thermex_gift_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,GIFT,GIFT 10 O,Водонагреватели,111 006,THERMEX,GIFT,BioGlassHeat,нет,230,белый,8148,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,20,,,0.75,0.05,65,G1/2,нет,,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,108,,,324,315,324,7.4,380,325,345,8.4,Китай,60,12,4670007715137,шт,20,4670007715137,32.5x34.5x38,https://shop.thermex.ru/upload/iblock/02c/36c52z8qyh0hyn1mheywl2unu146svgq.jpeg
THERMEX GIFT 15 O,111 008,RUB,5319.719,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX GIFT 15 O с доставкой на uralenergotel.ru,THERMEX GIFT 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_gift_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,GIFT,GIFT 15 O,Водонагреватели,111 008,THERMEX,GIFT,BioGlassHeat,нет,230,белый,9948,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,30,,,0.75,0.05,75,G1/2,нет,,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,126,,,368,340,368,9.05,422,345,390,10.15,Китай,60,12,4670007715144,шт,20,4670007715144,34.5x39x42.2,https://shop.thermex.ru/upload/iblock/02c/36c52z8qyh0hyn1mheywl2unu146svgq.jpeg
THERMEX N 10 U,151 120,RUB,6207.819,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX N 10 U с доставкой на uralenergotel.ru,THERMEX N 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_n_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Nobel ,N 10 U,Водонагреватели,151 120,THERMEX,Nobel ,медь,нет,230,белый,7068,накопительный,Мини,10,электрический,2000,2000,да,вертикальная,верхняя,настенный,механическое,,1,нержавеющая сталь,,1,1,16,0.56,204.4,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,нет,,да,+18…+74°С,,да,да,,,100,71,295,165,398,270,260,5.6,445,305,305,6.2,РОССИЯ,84,12,4670007719555,шт,20,4670007719555,30.5x30.5x44.5,https://shop.thermex.ru/upload/iblock/429/exy2j9g53aqi6d3o9kx15y9831s7w15y.png
THERMEX N 15 U,151 121,RUB,7095.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX N 15 U с доставкой на uralenergotel.ru,THERMEX N 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_n_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Nobel ,N 15 U,Водонагреватели,151 121,THERMEX,Nobel ,медь,нет,230,белый,8148,накопительный,Мини,15,электрический,2000,2000,да,вертикальная,верхняя,настенный,механическое,,1,нержавеющая сталь,нет,1,1,28,0.69,251.8,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,нет,,да,18…+74°С,,да,да,,,100,71,430,165,533,270,260,6.7,580,305,305,7.1,РОССИЯ,84,12,4670007719562,шт,20,4670007719562,30.5x30.5x58,https://shop.thermex.ru/upload/iblock/ad3/cha18owqy0x68brx8ow5d4tufqencate.png
THERMEX IBL 10 U,151 105,RUB,6651.869000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IBL 10 U с доставкой на uralenergotel.ru,THERMEX IBL 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_ibl_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Blitz,IBL 10 U,Водонагреватели,151 105,THERMEX,Blitz,медь,нет,230,черный,7090,накопительный,Мини,10,электрический,2500,1500/2500,да,вертикальная,верхняя,настенный,механическое,,1,нержавеющая сталь,,1,1,13,0.6,219,0.7,0.05,65,G1/2,да,трубчатый,несколько,IPX4,,,да,30-65,,да,да,,,100,75,165,160,428,290,290,5.6,480,340,320,6.6,Китай,84,12,4670007718084,шт,20,4670007718084,34x32x48,https://shop.thermex.ru/upload/iblock/d5d/tm5tsn30oieiye01o915ebmr0mpx3zen.png
THERMEX IBL 15 U,151 106,RUB,7717.589,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IBL 15 U с доставкой на uralenergotel.ru,THERMEX IBL 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_ibl_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Blitz,IBL 15 U,Водонагреватели,151 106,THERMEX,Blitz,медь,нет,230,черный,8190,накопительный,Мини,15,электрический,2500,1500/2500,да,вертикальная,верхняя,настенный,механическое,,1,нержавеющая сталь,,1,1,19,0.67,245,0.7,0.05,65,G1/2,да,трубчатый,несколько,IPX4,,,да,30-65,,да,да,,,100,75,185,160,455,315,320,6.4,515,350,375,7.8,Китай,84,12,4670007718091,шт,20,4670007718091,35x37.5x51.5,https://shop.thermex.ru/upload/iblock/34f/j4r134wog725n4islvqaowjr0ayxx0dv.png
THERMEX GIFT 30 O,111 064,RUB,7184.729,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX GIFT 30 O с доставкой на uralenergotel.ru,THERMEX GIFT 30 O по низким ценам у официального дилера завода ТД УЭТ,thermex_gift_30_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,GIFT,GIFT 30 O,Водонагреватели,111 064,THERMEX,GIFT,BioGlassHeat,нет,230,белый,12468,накопительный,Мини,30,электрический,2500,2500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,нет,1,,39,0.63,229.59,0.75,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,,да,,,да,да,,,100,154,,,440,388,440,13,500,435,460,15,Китай,60,12,4670007718688,шт,20,4670007718688,43.5x46x50,https://shop.thermex.ru/upload/iblock/7dd/48zgst1x7yxajnopylclc1wwogap8sm3.jpeg
THERMEX Galaxy 15 O,151 134,RUB,7184.729,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Galaxy 15 O с доставкой на uralenergotel.ru,THERMEX Galaxy 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_galaxy_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Galaxy,Galaxy 15 O,Водонагреватели,151 134,THERMEX,Galaxy,медь,нет,230,черный,11028,накопительный,Мини,15,электрический,2500,1500/2500,да,вертикальная,нижняя,настенный,механическое,,1,нержавеющая сталь,,1,,18,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,,,да,,,да,да,,,,,,,455,320,315,6.5,515,375,350,7.8,Китай,84,12,4670007719531,шт,20,4670007719531,37.5x35x51.5,https://shop.thermex.ru/upload/iblock/840/6iy224g2np0indut0oupwy38u1du28jm.png
THERMEX GP 7 O,111 066,RUB,5230.909000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX GP 7 O с доставкой на uralenergotel.ru,THERMEX GP 7 O по низким ценам у официального дилера завода ТД УЭТ,thermex_gp_7_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,GP,GP 7 O,Водонагреватели,111 066,THERMEX,GP,медь,нет,230,черный,,накопительный,Мини,7,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,нет,1,,,,,0.8,0.05,72,G1/2,,трубчатый,несколько,IPX4,,,да,,,да,да,,,,,,,288,260,288,5.4,355,332,350,6.6,Китай,36,12,4670007718701,шт,20,,33.2x35x35.5,https://shop.thermex.ru/upload/iblock/d06/elom3jfbewcy3k5z35rkjpfra9zoth0y.png
THERMEX IC 10 O,151 156,RUB,5497.339,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IC 10 O с доставкой на uralenergotel.ru,THERMEX IC 10 O по низким ценам у официального дилера завода ТД УЭТ,thermex_ic_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,IC,IC 10 O,Водонагреватели,151 156,THERMEX,IC,нержавеющая сталь,,230,белый,7308,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,1,21,0.51,186,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,35-75,нет,нет,нет,нет,нет,100,105,275,160,380,285,270,4.9,437,337,337,6,Китай,84,12,4670007715830,шт,20,4670007715830,33.7x33.7x43.7,https://shop.thermex.ru/upload/iblock/118/ii0p3w7pu9peq9enw3g1a8e3cnr2xj3r.png
THERMEX IC 10 U,151 157,RUB,5497.339,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IC 10 U с доставкой на uralenergotel.ru,THERMEX IC 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_ic_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,IC,IC 10 U,Водонагреватели,151 157,THERMEX,IC,нержавеющая сталь,,230,белый,7308,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,1,21,0.6,219,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,35-75,нет,нет,нет,нет,нет,100,100,,160,380,285,270,4.9,437,337,337,5.2,Китай,84,12,4670007715847,шт,20,4670007715847,33.7x33.7x43.7,https://shop.thermex.ru/upload/iblock/d44/0yvqpsi62zeztuwg0jekcw565ii8ibgb.png
THERMEX IC 15 O,151 158,RUB,6563.059,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IC 15 O с доставкой на uralenergotel.ru,THERMEX IC 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_ic_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Inox Cask,IC 15 O,Водонагреватели,151 158,THERMEX,Inox Cask,нержавеющая сталь,,230,белый,6790,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,1,32,0.56,204,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,35-75,нет,нет,нет,нет,нет,100,105,360,160,465,285,270,5.7,522,337,337,6.9,Китай,84,12,4670007715854,шт,20,4670007715854,33.7x33.7x52.2,https://shop.thermex.ru/upload/iblock/12d/uygp4sbz92kv9i4ibyvsi5krlz1i6tzz.png
THERMEX IC 15 U,151 159,RUB,6563.059,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IC 15 U с доставкой на uralenergotel.ru,THERMEX IC 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_ic_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,IC,IC 15 U,Водонагреватели,151 159,THERMEX,IC,нержавеющая сталь,,230,белый,6790,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,1,32,0.67,245,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,35-75,нет,нет,нет,нет,нет,100,100,,160,465,285,270,5.7,465,337,337,6.9,Китай,84,12,4670007715861,шт,20,4670007715861,33.7x33.7x46.5,https://shop.thermex.ru/upload/iblock/f49/wzhej092vg4nqfsjj75yn2dc6zfsyoiu.png
Garanterm Plus 15 O,116 013,RUB,5319.719,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Plus 15 O с доставкой на uralenergotel.ru,Garanterm Plus 15 O по низким ценам у официального дилера завода ТД УЭТ,garanterm_plus_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Plus,Garanterm Plus 15 O,Водонагреватели,116 013,GARANTERM,Plus,медь,,230,белый,6790,накопительный,Квадратный,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,,,1,,,,0.75,0.05,,G1/2,,,,,,,,,,,,,,,126,,,368,312,368,9.3,422,390,345,10.8,Китай,60,12,4670033311730,шт,20,4670033311730,39x34.5x42.2,https://shop.thermex.ru/upload/iblock/a9e/qrmy8vf35m0324sw9wkcmoxt5nmpwjmg.png
Garanterm Plus 15 U,116 014,RUB,5319.719,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Plus 15 U с доставкой на uralenergotel.ru,Garanterm Plus 15 U по низким ценам у официального дилера завода ТД УЭТ,garanterm_plus_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Plus,Garanterm Plus 15 U,Водонагреватели,116 014,GARANTERM,Plus,медь,,230,белый,6790,накопительный,Квадратный,15,электрический,1500,1500,да,вертикальная,верхняя,настенный/напольный,механическое,нет,1,эмаль,нет,,1,,,,0.75,0.05,,G1/2,нет,трубчатый,несколько,IPX4,,,,,нет,,,,нет,,126,,,368,312,368,9.3,422,390,345,10.8,Китай,60,12,4670033311747,шт,20,4670033311747,39x34.5x42.2,https://shop.thermex.ru/upload/iblock/d6b/7cdeolaax2b4tuzze7ni4jjw8rm6jp0n.png
